"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Nik Turley","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","9.32","4.21","4.35","4.55","","0.0","0.0","","999.0","5530"
"Tyler Glasnow","TBR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.13","11.81","3.20","3.33","3.23","","0.0","0.0","","588.6","14374"
"Spencer Turnbull","DET","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.31","8.27","3.08","4.10","4.01","","0.0","0.0","","597.5","16207"
"Kenta Maeda","MIN","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.30","8.94","2.88","4.40","4.29","","0.0","0.0","","598.2","18498"
"Masahiro Tanaka","","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.27","7.70","2.11","4.27","4.29","","0.0","0.0","","999.0","15764"
"Joey Lucchesi","NYM","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.30","8.89","3.12","4.21","4.36","","0.0","0.0","","999.0","19320"
"Andy Otero","MIL","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.33","7.90","3.00","4.23","4.37","","0.0","0.0","","999.0","sa506550"
"Tyler Skaggs","LAA","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.30","8.50","2.92","4.26","4.37","","0.0","0.0","","999.0","10190"
"Shawn Dubin","HOU","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.35","9.18","3.80","4.30","4.39","","0.0","0.0","","999.0","sa3007248"
"Jake Eder","MIA","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.35","3.73","4.18","4.40","","0.0","0.0","","999.0","sa3014917"
"Tyler Holton","ARI","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.39","7.70","3.24","4.44","4.42","","0.0","0.0","","999.0","sa3011295"
"Jacob Lopez","TBR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.33","8.43","3.40","4.21","4.42","","0.0","0.0","","999.0","sa3008338"
"Aaron Rozek","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","7.79","3.05","4.50","4.48","","0.0","0.0","","999.0","sa3015224"
"Parker Mushinski","HOU","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.94","3.53","4.28","4.49","","0.0","0.0","","999.0","sa873283"
"Alec Marsh","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","8.02","3.51","4.58","4.52","","0.0","0.0","","999.0","sa1159950"
"Raul Valdes","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.34","7.89","2.83","4.51","4.55","","0.0","0.0","","999.0","1953"
"Bryce Elder","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","7.67","3.92","4.56","4.57","","0.0","0.0","","999.0","sa3014515"
"Jake Dahlberg","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.35","7.38","2.84","4.52","4.57","","0.0","0.0","","999.0","sa3004475"
"Peyton Battenfield","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.32","8.05","2.83","4.53","4.58","","0.0","0.0","","999.0","sa3010133"
"Jonathan Bowlan","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","7.06","2.85","4.63","4.58","","0.0","0.0","","999.0","sa3006973"
"Michael Peoples","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.35","6.96","2.56","4.62","4.60","","0.0","0.0","","999.0","sa658314"
"Jason Alexander","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.02","3.15","4.54","4.60","","0.0","0.0","","999.0","sa3003997"
"JP Sears","NYY","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.40","3.34","4.46","4.61","","0.0","0.0","","999.0","sa3004100"
"Brayan Bello","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.75","3.52","4.79","4.61","","0.0","0.0","","999.0","sa3005436"
"Ian Seymour","TBR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.66","3.67","4.38","4.62","","0.0","0.0","","999.0","sa3014512"
"Hunter Brown","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","8.41","4.29","4.54","4.64","","0.0","0.0","","999.0","sa3010571"
"Shun Yamaguchi","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.58","3.47","4.71","4.65","","0.0","0.0","","999.0","sa3015038"
"Logan Ondrusek","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","6.82","2.76","4.72","4.65","","0.0","0.0","","999.0","3677"
"Cole Stapler","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","6.83","2.64","4.84","4.66","","0.0","0.0","","999.0","sa738639"
"Bryan Mata","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","7.47","3.86","4.84","4.67","","0.0","0.0","","999.0","sa917784"
"Logan Allen","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.33","8.29","3.08","4.54","4.67","","0.0","0.0","","999.0","sa3014444"
"Landon Knack","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.32","8.09","2.66","4.66","4.68","","0.0","0.0","","999.0","sa3014518"
"Brandon Walter","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","7.26","3.96","4.70","4.68","","0.0","0.0","","999.0","sa3010826"
"Drey Jameson","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.75","3.57","4.82","4.69","","0.0","0.0","","999.0","sa3011652"
"Cody Bradford","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.33","7.76","2.85","4.51","4.69","","0.0","0.0","","999.0","sa3014463"
"Matt Krook","NYY","0","0","1.0","0","0","0","0","0","1","0","0","1","1","1.54","8.19","5.06","4.40","4.69","","0.0","0.0","","999.0","sa737535"
"Zak Kent","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","7.85","3.15","4.64","4.69","","0.0","0.0","","999.0","sa3010315"
"Zach Hedges","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.38","7.20","2.90","4.69","4.69","","0.0","0.0","","999.0","sa829393"
"Jay Groome","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","8.01","3.73","4.75","4.69","","0.0","0.0","","999.0","sa917925"
"Tim Dillard","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","6.14","2.63","4.70","4.70","","0.0","0.0","","999.0","5518"
"Tsuyoshi Wada","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.38","7.68","3.12","4.65","4.71","","0.0","0.0","","999.0","13046"
"Colton Turner","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","8.03","3.61","4.62","4.71","","0.0","0.0","","999.0","sa658600"
"Kevin Herget","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","7.57","3.01","4.67","4.72","","0.0","0.0","","999.0","sa738986"
"Jack Labosky","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.36","6.73","2.81","4.59","4.73","","0.0","0.0","","999.0","sa3006809"
"Avery Weems","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","7.10","3.88","4.54","4.73","","0.0","0.0","","999.0","sa3010256"
"Joey Cantillo","CLE","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.66","4.22","4.50","4.73","","0.0","0.0","","999.0","sa3005246"
"CC Sabathia","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.51","3.19","4.73","4.73","","0.0","0.0","","999.0","404"
"Steven Moyers","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","6.50","2.88","4.59","4.73","","0.0","0.0","","999.0","sa920718"
"Kody Funderburk","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","7.60","4.35","4.67","4.74","","0.0","0.0","","999.0","sa3007780"
"Michael Plassmeyer","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.35","6.77","2.73","4.63","4.75","","0.0","0.0","","999.0","sa3006962"
"Brady Feigl","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","6.66","3.44","4.61","4.76","","0.0","0.0","","999.0","sa3007455"
"Yerry Rodriguez","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","8.09","3.67","4.69","4.76","","0.0","0.0","","999.0","sa918130"
"Williams Pérez","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","6.84","3.52","4.57","4.76","","0.0","0.0","","999.0","11592"
"Drew Rom","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","6.83","3.41","4.51","4.77","","0.0","0.0","","999.0","sa3007848"
"Easton McGee","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","6.35","2.63","4.67","4.78","","0.0","0.0","","999.0","sa917971"
"Emerson Hancock","SEA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.48","3.56","4.65","4.79","","0.0","0.0","","600.9","sa3014456"
"Jonathan Bermudez","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.38","8.23","3.52","4.63","4.80","","0.0","0.0","","999.0","sa3007832"
"Antonio Velez","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.35","6.55","2.58","4.60","4.80","","0.0","0.0","","999.0","sa3014850"
"Clayton Beeter","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","8.53","3.66","4.74","4.80","","0.0","0.0","","999.0","sa3014536"
"César Vargas","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","6.27","3.05","4.79","4.80","","0.0","0.0","","999.0","14099"
"Drew Parrish","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.61","3.40","4.73","4.81","","0.0","0.0","","999.0","sa3011395"
"Brandon McCarthy","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.38","6.87","2.62","4.86","4.81","","0.0","0.0","","999.0","4662"
"Hector Noesí","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.36","7.92","3.02","4.79","4.81","","0.0","0.0","","999.0","3292"
"Tyler Pike","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","6.39","3.05","4.52","4.82","","0.0","0.0","","999.0","sa657974"
"Jayden Murray","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.34","7.13","2.79","4.69","4.83","","0.0","0.0","","999.0","sa1170405"
"Tristan Beck","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","6.90","3.71","4.86","4.83","","0.0","0.0","","999.0","sa3008526"
"Anthony Shew","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.13","3.41","4.66","4.83","","0.0","0.0","","999.0","sa921212"
"Garrett Stallings","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","5.91","2.81","4.75","4.84","","0.0","0.0","","999.0","sa3014457"
"Sean Boyle","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.49","3.22","4.73","4.84","","0.0","0.0","","999.0","sa3007618"
"Matt Tomshaw","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.35","6.97","2.59","4.73","4.84","","0.0","0.0","","999.0","sa598974"
"Mayckol Guaipe","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","8.03","3.37","4.87","4.85","","0.0","0.0","","999.0","11663"
"Adrian Martinez","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","6.73","3.49","4.72","4.85","","0.0","0.0","","999.0","sa873428"
"Jose De Paula","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","6.68","3.36","4.72","4.86","","0.0","0.0","","999.0","5744"
"Reggie Lawson","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","8.16","3.94","4.78","4.86","","0.0","0.0","","999.0","sa917951"
"Bobby Miller","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.38","7.77","3.06","4.82","4.86","","0.0","0.0","","599.6","sa3014422"
"Tyler Herb","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","6.41","2.90","4.85","4.86","","0.0","0.0","","999.0","sa829625"
"Jesse Scholtens","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.25","3.31","4.77","4.86","","0.0","0.0","","999.0","sa918144"
"Enmanuel De Jesus","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.01","3.78","4.73","4.88","","0.0","0.0","","999.0","sa828317"
"Zach McCambley","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","7.37","3.17","4.78","4.89","","0.0","0.0","","999.0","sa3014478"
"Collin Wiles","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.12","2.93","4.93","4.89","","0.0","0.0","","999.0","sa657869"
"Chase Cohen","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","7.24","4.40","4.69","4.89","","0.0","0.0","","999.0","sa3007477"
"Rick Porcello","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.36","7.23","2.54","4.95","4.89","","0.0","0.0","","999.0","2717"
"Andrew Albers","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.36","6.26","2.19","4.83","4.90","","0.0","0.0","","999.0","7853"
"Noah Bremer","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","6.91","3.59","4.84","4.90","","0.0","0.0","","999.0","sa915571"
"Leo Crawford","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.06","3.51","4.74","4.90","","0.0","0.0","","999.0","sa872530"
"Robbie Erlin","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","6.47","2.61","4.85","4.90","","0.0","0.0","","999.0","10354"
"Jake Lee","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.76","3.31","4.83","4.90","","0.0","0.0","","999.0","sa3006766"
"Bradin Hagens","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.76","3.96","5.04","4.90","","0.0","0.0","","999.0","7422"
"Ethan Elliott","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.51","3.29","4.75","4.91","","0.0","0.0","","999.0","sa3010380"
"Miller Hogan","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.33","7.16","2.61","4.78","4.91","","0.0","0.0","","999.0","sa3007806"
"Kyle Brnovich","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.58","3.18","4.83","4.91","","0.0","0.0","","999.0","sa3014923"
"Carmen Mlodzinski","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","7.30","3.79","4.89","4.91","","0.0","0.0","","999.0","sa3014505"
"Robert Stock","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","8.09","4.13","4.82","4.91","","0.0","0.0","","999.0","6576"
"Ryan Murphy","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","7.44","3.90","4.97","4.91","","0.0","0.0","","999.0","sa3014871"
"Hayden Wesneski","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.51","3.24","4.84","4.92","","0.0","0.0","","999.0","sa3010617"
"Luis Contreras","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","8.29","3.78","4.88","4.92","","0.0","0.0","","999.0","sa3010362"
"Mitch Talbot","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","6.54","2.37","4.93","4.92","","0.0","0.0","","999.0","4961"
"Jose Butto","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.38","7.27","3.13","4.77","4.92","","0.0","0.0","","999.0","sa3003166"
"Emilio Marquez","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.21","3.42","4.80","4.93","","0.0","0.0","","999.0","sa3006145"
"Luke Westphal","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","8.09","4.05","4.73","4.93","","0.0","0.0","","999.0","sa869541"
"Justin Lasko","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","6.35","3.13","4.78","4.93","","0.0","0.0","","999.0","sa1052944"
"Victor Santos","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","6.49","2.78","5.11","4.93","","0.0","0.0","","999.0","sa3003083"
"Felix Doubront","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","6.27","2.90","4.81","4.93","","0.0","0.0","","999.0","1478"
"Brandon Beachy","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","6.90","3.23","4.97","4.94","","0.0","0.0","","999.0","8851"
"Andrew Cashner","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","6.74","3.49","4.92","4.94","","0.0","0.0","","999.0","8782"
"Kolton Mahoney","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.23","3.54","4.93","4.94","","0.0","0.0","","999.0","sa829372"
"Bryce Hensley","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.89","3.61","4.85","4.94","","0.0","0.0","","999.0","sa3006988"
"DJ Myers","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","8.04","3.72","4.97","4.94","","0.0","0.0","","999.0","sa918356"
"Mike Leake","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","5.43","1.97","4.99","4.94","","0.0","0.0","","999.0","10130"
"Dylan Hall","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","8.09","3.87","4.81","4.95","","0.0","0.0","","999.0","sa3015008"
"Shumpei Yoshikawa","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.32","3.25","5.10","4.95","","0.0","0.0","","999.0","sa3008654"
"Austin McGeorge","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.29","3.58","4.94","4.95","","0.0","0.0","","999.0","sa918047"
"Davis Daniel","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.36","8.08","3.05","4.89","4.95","","0.0","0.0","","999.0","sa3015037"
"J.C. Cloney","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.07","3.29","4.82","4.95","","0.0","0.0","","999.0","sa3003927"
"Sam Lewis","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.92","3.63","4.95","4.96","","0.0","0.0","","999.0","sa701852"
"Shane McCarthy","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","7.41","3.75","4.92","4.96","","0.0","0.0","","999.0","sa915740"
"Thaddeus Ward","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","7.80","4.36","5.11","4.96","","0.0","0.0","","999.0","sa3008098"
"Kohl Stewart","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","6.36","3.61","4.98","4.96","","0.0","0.0","","999.0","15502"
"Simeon Woods Richardson","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","8.08","4.15","5.04","4.96","","0.0","0.0","","999.0","sa3008423"
"Noe Toribio","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","6.35","3.47","4.95","4.96","","0.0","0.0","","999.0","sa3003041"
"Brandon Pfaadt","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.22","2.92","5.07","4.96","","0.0","0.0","","999.0","sa3014983"
"Carlos Frías","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","7.16","3.55","4.94","4.97","","0.0","0.0","","999.0","3547"
"Ken Waldichuk","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","8.86","4.30","4.74","4.97","","0.0","0.0","","999.0","sa1115814"
"Jared Shuster","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.59","3.32","4.98","4.97","","0.0","0.0","","999.0","sa3014483"
"Ryan Smith","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.30","3.11","4.79","4.97","","0.0","0.0","","999.0","sa1159711"
"Steven Fuentes","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","6.43","3.52","4.93","4.97","","0.0","0.0","","999.0","sa828326"
"André Rienzo","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.15","3.45","4.97","4.98","","0.0","0.0","","999.0","3507"
"John Lamb","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.33","3.21","4.93","4.98","","0.0","0.0","","999.0","8493"
"Connor Johnstone","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","5.70","2.64","5.05","4.98","","0.0","0.0","","999.0","sa3004190"
"Trey Supak","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","6.44","2.77","4.86","4.98","","0.0","0.0","","999.0","sa828707"
"Casey Coleman","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.35","3.37","4.85","4.98","","0.0","0.0","","999.0","8270"
"Joe Gunkel","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","6.50","2.62","5.01","4.98","","0.0","0.0","","999.0","sa738176"
"Matt Shoemaker","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.02","3.06","4.95","4.98","","0.0","0.0","","999.0","4776"
"Markus Solbach","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","6.33","3.11","4.99","4.98","","0.0","0.0","","999.0","sa599472"
